Fl_insurance ,,,,,,,,,,,,,,
,,,EA,HU,FL,FR,2011,2012,EQ,HU,FL,FR,LATI,LONGI
906538,FL,PINELLAS COUNTY,400500,400500,400500,400500,400500,361546.57,0,0,0,0,27.9398,-82.79332
543458,FL,PINELLAS COUNTY,0,749530.8,0,749530.8,749530.8,1131863.46,0,0,0,0,27.95642,-82.79787
479746,FL,PINELLAS COUNTY,0,599476.5,0,599476.5,599476.5,922594.33,0,0,0,0,27.95642,-82.79787
277203,FL,PINELLAS COUNTY,306406.8,306406.8,0,0,306406.8,288512.64,0,0,0,0,27.95296,-82.79825
219663,FL,PINELLAS COUNTY,0,720318.06,0,0,720318.06,740141.93,0,0,0,0,27.95082,-82.78884
708661,FL,PINELLAS COUNTY,0,221470.25,0,0,221470.25,290908.26,0,0,0,0,27.95082,-82.78884
647527,FL,PINELLAS COUNTY,0,25567.37,0,0,25567.37,20842.11,0,0,0,0,27.95082,-82.78884
254413,FL,PINELLAS COUNTY,0,58437.09,0,0,58437.09,79324.84,0,0,0,0,27.95082,-82.78884
558405,FL,PINELLAS COUNTY,0,28231.55,0,0,28231.55,22848.93,0,0,0,0,27.95082,-82.78884
689731,FL,PINELLAS COUNTY,0,319876.22,0,0,319876.22,294429.42,0,0,0,0,27.935179,-82.784515
785159,FL,PINELLAS COUNTY,0,4999.84,0,0,4999.84,7634.91,0,0,0,0,27.935179,-82.784515
197193,FL,PINELLAS COUNTY,0,4545.31,0,0,4545.31,7199.77,0,0,0,0,27.935179,-82.784515
351655,FL,PINELLAS COUNTY,0,28166.2,0,0,28166.2,29113.49,0,0,0,0,27.935179,-82.784515
506923,FL,PINELLAS COUNTY,0,41362.32,0,0,41362.32,65622.15,0,0,0,0,27.95848,-82.80068
216197,FL,PINELLAS COUNTY,0,498563.73,0,0,498563.73,528128.56,0,0,0,0,27.95082,-82.78884
812236,FL,PINELLAS COUNTY,0,720318.06,0,0,720318.06,642702.35,0,0,0,0,27.95082,-82.78884
177657,FL,PINELLAS COUNTY,0,226583.72,0,0,226583.72,288962.22,0,0,0,0,27.95082,-82.78884
262538,FL,PINELLAS COUNTY,0,267718.78,0,0,267718.78,262214.48,0,0,0,0,27.95082,-82.78884
466202,FL,PINELLAS COUNTY,0,22872.79,0,0,22872.79,32986.65,0,0,0,0,27.95082,-82.78884
720610,FL,PINELLAS COUNTY,0,2556.74,0,0,2556.74,2718.08,0,0,0,0,27.935179,-82.784515
942112,FL,PINELLAS COUNTY,0,4545.31,0,0,4545.31,5885.81,0,0,0,0,27.935179,-82.784515
877980,FL,PINELLAS COUNTY,0,58437.09,0,0,58437.09,56710.62,0,0,0,0,27.935179,-82.784515
444561,FL,PINELLAS COUNTY,0,7954.29,0,0,7954.29,6674.92,0,0,0,0,27.935179,-82.784515
278353,FL,PINELLAS COUNTY,0,41362.32,0,0,41362.32,48763.62,0,0,0,0,27.95848,-82.80068
767123,FL,PINELLAS COUNTY,0,2537.32,0,0,2537.32,3044.13,0,0,0,0,27.95848,-82.80068
166626,FL,PINELLAS COUNTY,0,10795.11,0,0,10795.11,16811.88,0,0,0,0,27.95848,-82.80068
978106,FL,PINELLAS COUNTY,0,1832992.2,0,1832992.2,1832992.2,2263173.47,0,0,0,0,27.9489,-82.79909
137494,FL,PINELLAS COUNTY,0,276491.25,0,0,276491.25,250567.43,0,0,0,0,27.95042,-82.79888
661721,FL,PINELLAS COUNTY,0,10440000,0,10440000,10440000,12690000,0,0,0,0,27.95271,-82.799969
170860,FL,PINELLAS COUNTY,0,3962655,0,3962655,3962655,4050308.93,0,0,0,0,27.9513,-82.80041
702962,FL,PINELLAS COUNTY,0,9450000,0,9450000,9450000,11160000,0,0,0,0,27.951864,-82.803642
766408,FL,PINELLAS COUNTY,0,16650000,0,16650000,16650000,17460000,0,0,0,0,27.95042,-82.80145
425327,FL,PINELLAS COUNTY,0,15210000,0,15210000,15210000,13860000,0,0,0,0,27.95143,-82.80338
252868,FL,PINELLAS COUNTY,0,830925,0,830925,830925,665059.08,0,0,0,0,27.95326,-82.80096
430652,FL,PINELLAS COUNTY,0,2062437.75,0,0,2062437.75,3267179.82,0,0,0,0,27.95858,-82.79963
368941,FL,PINELLAS COUNTY,0,648078.6,0,0,648078.6,613476.38,0,0,0,0,27.96114,-82.802483
432951,FL,PINELLAS COUNTY,0,11790000,0,11790000,11790000,18810000,0,0,0,0,27.95402,-82.79025
452763,FL,PINELLAS COUNTY,0,23567.54,0,0,23567.54,35335.48,0,0,0,0,27.964781,-82.799515
567932,FL,PINELLAS COUNTY,0,0,0,1309500,1309500,1441413.79,0,0,0,0,27.95206,-82.78806
411127,FL,PINELLAS COUNTY,0,10440000,0,0,10440000,9000000,0,0,0,0,27.9589,-82.72831
593544,FL,PINELLAS COUNTY,0,922.81,0,0,922.81,1290.64,0,0,0,0,28.011705,-82.708832
449639,FL,PINELLAS COUNTY,0,729456.3,0,729456.3,729456.3,1179530.84,0,0,0,0,27.95998,-82.71849
650210,FL,PINELLAS COUNTY,0,3151308.03,0,0,3151308.03,2880364.87,0,0,0,0,27.96504,-82.69786
585513,FL,PINELLAS COUNTY,0,4073775.4,0,0,4073775.4,4625657.9,0,0,0,0,27.96504,-82.69786
797686,FL,PINELLAS COUNTY,0,2478162.23,0,0,2478162.23,2633468.66,0,0,0,0,27.96504,-82.69786
143243,FL,PINELLAS COUNTY,2966625,2966625,2966625,2966625,2966625,3477323.56,0,0,0,0,27.99412,-82.71914
830591,FL,PINELLAS COUNTY,124740,124740,124740,124740,124740,125837.71,0,6237,0,0,27.99412,-82.71914
162662,FL,PINELLAS COUNTY,268290,268290,268290,268290,268290,242639.33,0,13414.5,0,0,27.99412,-82.71914
223507,FL,PINELLAS COUNTY,121950,121950,121950,121950,121950,149474.12,0,0,0,0,27.99031,-82.72051
645093,FL,PINELLAS COUNTY,0,23130000,0,0,23130000,25110000,0,0,0,0,27.995789,-82.72496
521976,FL,PINELLAS COUNTY,0,25650000,0,0,25650000,28530000,0,0,0,0,27.994871,-82.722054
740595,FL,PINELLAS COUNTY,0,1038842.75,0,0,1038842.75,1571841.8,0,0,0,0,27.995789,-82.72496
380226,FL,PINELLAS COUNTY,339276.6,339276.6,0,0,339276.6,288300.29,0,0,0,0,27.97589,-82.70776
739816,FL,PINELLAS COUNTY,0,2106432.19,0,0,2106432.19,2378126.13,0,0,0,0,27.988113,-82.71563
733043,FL,PINELLAS COUNTY,0,57552,0,0,57552,87080.2,0,0,0,0,27.988113,-82.71563
774057,FL,PINELLAS COUNTY,0,31589.91,0,0,31589.91,26717.92,0,0,0,0,27.96983,-82.72077
584417,FL,PINELLAS COUNTY,0,28623.66,0,0,28623.66,35344.49,0,0,0,0,27.96983,-82.72077
412213,FL,PINELLAS COUNTY,0,204141.25,0,0,204141.25,283861.47,0,0,0,0,27.997351,-82.712379
400978,FL,PINELLAS COUNTY,0,934970.34,0,0,934970.34,691255.36,0,0,0,0,27.997351,-82.712379
678975,FL,PINELLAS COUNTY,0,58437.09,0,0,58437.09,60324.61,0,0,0,0,27.997351,-82.712379
215717,FL,PINELLAS COUNTY,0,25386.61,0,0,25386.61,30030.13,0,0,0,0,27.997351,-82.712379
568411,FL,PINELLAS COUNTY,0,4152620.31,0,0,4152620.31,5089982.99,0,0,0,0,27.988113,-82.715889
323737,FL,PINELLAS COUNTY,0,2106432.19,0,0,2106432.19,2827758.83,0,0,0,0,27.988113,-82.71563
269211,FL,PINELLAS COUNTY,0,55005.45,0,0,55005.45,89353.49,0,0,0,0,27.988113,-82.71563
104645,FL,PINELLAS COUNTY,0,57552,0,0,57552,77591.6,0,0,0,0,27.988113,-82.71563
691138,FL,PINELLAS COUNTY,0,128127.77,0,0,128127.77,201322.68,0,0,0,0,27.988113,-82.71563
646157,FL,PINELLAS COUNTY,0,519585.79,0,0,519585.79,436452.06,0,0,0,0,27.96983,-82.72077
586957,FL,PINELLAS COUNTY,0,31589.91,0,0,31589.91,28958.47,0,0,0,0,27.96983,-82.72077
322740,FL,PINELLAS COUNTY,0,58437.09,0,0,58437.09,78977.73,0,0,0,0,27.96983,-82.72077
177273,FL,PINELLAS COUNTY,0,1493817.98,0,0,1493817.98,1924521.56,0,0,0,0,27.96983,-82.72077
748948,FL,PINELLAS COUNTY,0,934970.34,0,0,934970.34,1367487.62,0,0,0,0,27.997351,-82.712379
740703,FL,PINELLAS COUNTY,0,25386.61,0,0,25386.61,32000.21,0,0,0,0,27.997351,-82.712379
661390,FL,PINELLAS COUNTY,0,29342.52,0,0,29342.52,45177.03,0,0,0,0,27.997351,-82.712379
917717,FL,PINELLAS COUNTY,0,707854.23,0,0,707854.23,902791.62,0,0,0,0,27.96363,-82.72783
220882,FL,PINELLAS COUNTY,0,762855.84,0,0,762855.84,626762.36,0,0,0,0,27.97589,-82.70776
696352,FL,PINELLAS COUNTY,0,540307.77,0,0,540307.77,659194.39,0,0,0,0,27.98266,-82.724724
959442,FL,PINELLAS COUNTY,277380,277380,277380,277380,277380,492834.92,0,0,0,0,27.91534,-82.719444
344548,FL,PINELLAS COUNTY,0,116104.5,0,116104.5,116104.5,144753.52,0,0,0,0,27.886459,-82.702072
982109,FL,PINELLAS COUNTY,0,548316,0,548316,548316,597392.48,0,0,0,0,27.8883,-82.70187
740945,FL,PINELLAS COUNTY,0,722901.6,0,722901.6,722901.6,896464.49,0,0,0,0,27.8883,-82.70187
335431,FL,PINELLAS COUNTY,0,1837080,0,1837080,1837080,1913309.63,0,0,0,0,27.89643,-82.71151
248507,FL,PINELLAS COUNTY,0,21870000,0,21870000,21870000,22050000,0,0,0,0,27.8972,-82.71064
234556,FL,PINELLAS COUNTY,0,5961240,0,5961240,5961240,8887791.55,0,0,0,0,27.90034,-82.71159
544470,FL,PINELLAS COUNTY,475868.7,475868.7,0,0,475868.7,540234.7,0,0,0,0,27.89149,-82.70623
648741,FL,PINELLAS COUNTY,183465,183465,0,0,183465,224878.19,0,0,0,0,27.9091,-82.7144
645963,FL,PINELLAS COUNTY,203746.5,203746.5,0,0,203746.5,217307.87,0,0,0,0,27.892305,-82.710295
435933,FL,PINELLAS COUNTY,0,4890338.07,0,0,4890338.07,4505135.92,0,0,0,0,27.912371,-82.719337
973539,FL,PINELLAS COUNTY,0,956654.79,0,0,956654.79,1021061.58,0,0,0,0,27.912371,-82.719337
813372,FL,PINELLAS COUNTY,0,314006.39,0,0,314006.39,491131.12,0,0,0,0,27.912371,-82.719337
115340,FL,PINELLAS COUNTY,0,612783.84,0,0,612783.84,883977.45,0,0,0,0,27.912371,-82.719337
869430,FL,PINELLAS COUNTY,0,8155.67,0,0,8155.67,8227.29,0,0,0,0,27.912371,-82.719337
867537,FL,PINELLAS COUNTY,0,731648.74,0,0,731648.74,980447.36,0,0,0,0,27.912371,-82.719337
947928,FL,PINELLAS COUNTY,0,4219.28,0,0,4219.28,3440.25,0,0,0,0,27.912371,-82.719337
922903,FL,PINELLAS COUNTY,0,4219.28,0,0,4219.28,5215.73,0,0,0,0,27.912371,-82.719337
227181,FL,PINELLAS COUNTY,0,6817.97,0,0,6817.97,9010.62,0,0,0,0,27.908712,-82.71508
196546,FL,PINELLAS COUNTY,0,837597.15,0,0,837597.15,1263096.5,0,0,0,0,27.91084,-82.71769
337822,FL,PINELLAS COUNTY,0,34394.77,0,0,34394.77,27339.71,0,0,0,0,27.91084,-82.71769
996251,FL,PINELLAS COUNTY,0,956654.79,0,0,956654.79,1507592.29,0,0,0,0,27.912371,-82.719337
442056,FL,PINELLAS COUNTY,0,770149.63,0,0,770149.63,659670.12,0,0,0,0,27.912371,-82.719337
548882,FL,PINELLAS COUNTY,0,399842.28,0,0,399842.28,390885.81,0,0,0,0,27.912371,-82.719337
372465,FL,PINELLAS COUNTY,0,612783.84,0,0,612783.84,655776.75,0,0,0,0,27.912371,-82.719337
554025,FL,PINELLAS COUNTY,0,626957.97,0,0,626957.97,966558.53,0,0,0,0,27.912371,-82.719337
584052,FL,PINELLAS COUNTY,0,9493.37,0,0,9493.37,8259.69,0,0,0,0,27.912371,-82.719337
621180,FL,PINELLAS COUNTY,0,50169.82,0,0,50169.82,72277.05,0,0,0,0,27.912371,-82.719337
797752,FL,PINELLAS COUNTY,0,115370.81,0,0,115370.81,148839.43,0,0,0,0,27.912371,-82.719337
134836,FL,PINELLAS COUNTY,0,4219.28,0,0,4219.28,4453.23,0,0,0,0,27.912371,-82.719337
965099,FL,PINELLAS COUNTY,0,7911.14,0,0,7911.14,6589.98,0,0,0,0,27.912371,-82.719337
914446,FL,PINELLAS COUNTY,0,7911.14,0,0,7911.14,11916.84,0,0,0,0,27.912371,-82.719337
607947,FL,PINELLAS COUNTY,0,4219.28,0,0,4219.28,5447.38,0,0,0,0,27.912371,-82.719337
306491,FL,PINELLAS COUNTY,0,56234.38,0,0,56234.38,76359.76,0,0,0,0,27.912371,-82.719337
472279,FL,PINELLAS COUNTY,0,1298822.44,0,0,1298822.44,1469373.41,0,0,0,0,27.908712,-82.71508
276093,FL,PINELLAS COUNTY,0,912589.02,0,0,912589.02,1263242.22,0,0,0,0,27.91084,-82.71769
641608,FL,PINELLAS COUNTY,0,1795998.87,0,0,1795998.87,1448293.49,0,0,0,0,27.91084,-82.71769
376985,FL,PINELLAS COUNTY,22860000,22860000,22860000,22860000,22860000,24750000,0,0,0,0,27.90699,-82.72791
163713,FL,PINELLAS COUNTY,0,49500,0,49500,49500,70488.79,0,2475,0,0,27.90963,-82.70673
950229,FL,PINELLAS COUNTY,0,206129.7,0,206129.7,206129.7,228635.77,0,0,0,0,27.909836,-82.707108
703966,FL,PINELLAS COUNTY,0,1161463.43,0,0,1161463.43,1258143.64,0,0,0,0,27.89574,-82.71657
284626,FL,PINELLAS COUNTY,4032000,4032000,4032000,4032000,4032000,5865640.7,0,201600,0,0,27.89574,-82.71657
925346,FL,PINELLAS COUNTY,0,2238103.91,0,0,2238103.91,2584197.58,0,0,0,0,27.89455,-82.70137
668656,FL,PINELLAS COUNTY,0,2230016.01,0,0,2230016.01,2622987.2,0,0,0,0,27.871948,-82.705864
657909,FL,PINELLAS COUNTY,0,375087.6,0,375087.6,375087.6,452130.59,0,0,0,0,27.89817,-82.70426
902024,FL,PINELLAS COUNTY,0,1398240,0,1398240,1398240,1736412.73,0,0,0,0,27.91665,-82.72659
829437,FL,PINELLAS COUNTY,0,280565.98,0,0,280565.98,388642.24,0,0,0,0,27.90034,-82.71159
443499,FL,PINELLAS COUNTY,0,1260000,0,1260000,1260000,1938981.24,0,63000,0,0,27.91921,-82.70896
104756,FL,PINELLAS COUNTY,5897634.3,0,5897634.3,5897634.3,5897634.3,5510843.85,0,0,0,0,28.04049,-82.71014
269149,FL,PINELLAS COUNTY,334440,334440,334440,334440,334440,414607.94,0,0,0,0,28.0275,-82.7273
486585,FL,PINELLAS COUNTY,221670,221670,221670,221670,221670,268633.45,0,0,0,0,28.02226,-82.71462
985724,FL,PINELLAS COUNTY,0,1384717.5,0,1384717.5,1384717.5,2300841.06,0,0,0,0,28.034995,-82.73833
398049,FL,PINELLAS COUNTY,1279147.5,1279147.5,1279147.5,1279147.5,1279147.5,1147387.63,0,0,0,0,28.014019,-82.735466
329327,FL,PINELLAS COUNTY,696211.2,696211.2,696211.2,696211.2,696211.2,1031759.94,0,0,0,0,28.01253,-82.70961
729760,FL,PINELLAS COUNTY,477016.2,477016.2,0,0,477016.2,439200.26,0,0,0,0,28.019659,-82.735291
549041,FL,PINELLAS COUNTY,1173236.4,1173236.4,0,0,1173236.4,1353194.44,0,0,0,0,28.02029,-82.73557
262392,FL,PINELLAS COUNTY,0,43509.6,0,0,43509.6,44504.45,0,0,0,0,28.021229,-82.71154
159058,FL,PINELLAS COUNTY,0,164666.8,0,0,164666.8,257538.88,0,0,0,0,28.021229,-82.71154
748559,FL,PINELLAS COUNTY,0,26135.53,0,0,26135.53,22283.16,0,0,0,0,28.01663,-82.71754
207787,FL,PINELLAS COUNTY,0,58437.09,0,0,58437.09,52691.55,0,0,0,0,28.01663,-82.71754
827091,FL,PINELLAS COUNTY,0,21827.56,0,0,21827.56,29362.43,0,0,0,0,28.021229,-82.71154
470814,FL,PINELLAS COUNTY,0,46565.46,0,0,46565.46,57366.6,0,0,0,0,28.021229,-82.71154
863805,FL,PINELLAS COUNTY,0,66792.33,0,0,66792.33,62417.43,0,0,0,0,28.021229,-82.71154
376649,FL,PINELLAS COUNTY,0,28231.55,0,0,28231.55,36685.66,0,0,0,0,28.01663,-82.71754
194488,FL,PINELLAS COUNTY,0,4416738.3,0,4416738.3,4416738.3,4247276.89,0,0,0,0,28.04051,-82.70816
935539,FL,PINELLAS COUNTY,0,1237905.9,0,1237905.9,1237905.9,923210.41,0,0,0,0,28.04006,-82.70813
311429,FL,PINELLAS COUNTY,2750643,2750643,2750643,2750643,2750643,3849227.81,0,0,0,0,28.023815,-82.738419
276437,FL,PINELLAS COUNTY,0,10890000,0,0,10890000,9810000,0,0,0,0,28.022478,-82.737785
810586,FL,PINELLAS COUNTY,0,1694330.73,0,0,1694330.73,1336657.51,0,0,0,0,28.01463,-82.70946
567299,FL,PINELLAS COUNTY,0,43920000,0,0,43920000,59850000,0,0,0,0,28.0105,-82.73308
778360,FL,PINELLAS COUNTY,0,465300,0,465300,465300,800272.73,0,13959,0,0,28.0275,-82.7273
233132,FL,PINELLAS COUNTY,0,450000,0,450000,450000,700920,0,22500,0,0,28.01943,-82.732986
461025,FL,PINELLAS COUNTY,444095.1,444095.1,0,0,444095.1,546471.46,0,0,0,0,27.89583,-82.66151
780691,FL,PINELLAS COUNTY,367185.6,367185.6,0,0,367185.6,554166.79,0,0,0,0,27.8923,-82.682
335151,FL,PINELLAS COUNTY,110880,110880,0,0,110880,80116.79,0,0,0,0,27.8923,-82.682
125811,FL,PINELLAS COUNTY,102285.9,102285.9,0,0,102285.9,106083.16,0,0,0,0,27.900917,-82.700592
639872,FL,PINELLAS COUNTY,0,5349061.58,0,0,5349061.58,4775856.14,0,0,0,0,27.9033,-82.69912
810357,FL,PINELLAS COUNTY,0,104699.52,0,0,104699.52,151285.58,0,0,0,0,27.9033,-82.69912
477547,FL,PINELLAS COUNTY,0,5349061.58,0,0,5349061.58,4593185.68,0,0,0,0,27.9033,-82.69912
199665,FL,PINELLAS COUNTY,0,802453.82,0,0,802453.82,837285.13,0,0,0,0,27.9033,-82.69912
676916,FL,PINELLAS COUNTY,0,399533.43,0,0,399533.43,402806.41,0,0,0,0,27.916334,-82.695808
306121,FL,PINELLAS COUNTY,0,399533.43,0,0,399533.43,553010.2,0,0,0,0,27.916405,-82.694138
377290,FL,PINELLAS COUNTY,0,399533.43,0,0,399533.43,653476.88,0,0,0,0,27.916588,-82.693695
120535,FL,PINELLAS COUNTY,0,399533.43,0,0,399533.43,535321.26,0,0,0,0,27.91646,-82.69342
999230,FL,PINELLAS COUNTY,0,1149289.56,0,0,1149289.56,1692110.51,0,0,0,0,27.916016,-82.692764
793368,FL,PINELLAS COUNTY,0,198450.9,198450.9,198450.9,198450.9,191136.79,0,0,0,0,27.8923,-82.682
159372,FL,PINELLAS COUNTY,0,31061.88,0,0,31061.88,52756.68,0,0,0,0,27.8923,-82.682
846300,FL,PINELLAS COUNTY,0,10080000,0,0,10080000,12150000,0,0,0,0,27.89583,-82.66151
114733,FL,PINELLAS COUNTY,0,39485.61,0,0,39485.61,37906.19,0,0,0,0,27.886698,-82.700272
736172,FL,PINELLAS COUNTY,0,103500,0,103500,103500,188507.66,0,3105,0,0,27.87596,-82.69178
659066,FL,PINELLAS COUNTY,0,103500,0,103500,103500,136454.4,0,3105,0,0,27.876097,-82.692085
802162,FL,PINELLAS COUNTY,0,608839.2,0,608839.2,608839.2,882208,0,0,0,0,27.8907,-82.68252
401744,FL,PINELLAS COUNTY,0,24750000,0,0,24750000,20700000,0,0,0,0,27.891047,-82.679825
390155,FL,PINELLAS COUNTY,0,180000,0,180000,180000,270094.5,0,3600,0,0,27.89299,-82.68598
408184,FL,PINELLAS COUNTY,0,360000,0,360000,360000,646277.76,0,7200,0,0,27.89299,-82.68598
816931,FL,PINELLAS COUNTY,27000,27000,27000,27000,27000,37263.24,0,0,0,0,27.997629,-82.745384
904946,FL,PINELLAS COUNTY,8787600,8787600,8787600,8787600,8787600,12870000,175752,439380,0,0,28.009531,-82.731163
455950,FL,PINELLAS COUNTY,0,1012596.3,0,1012596.3,1012596.3,1216107.9,0,0,0,0,28.00869,-82.73334
283033,FL,PINELLAS COUNTY,0,717058.8,0,717058.8,717058.8,892893.09,0,0,0,0,28.01003,-82.73625
798584,FL,PINELLAS COUNTY,2250000,2250000,2250000,2250000,2250000,1652400,0,112500,0,0,27.996264,-82.73822
232374,FL,PINELLAS COUNTY,22500,22500,22500,22500,22500,32124.06,0,1125,0,0,28.0025,-82.7447
771089,FL,PINELLAS COUNTY,22500,22500,22500,22500,22500,29555.08,0,1125,0,0,28.002943,-82.740173
389793,FL,PINELLAS COUNTY,19656,19656,19656,19656,19656,22643.71,0,982.8,0,0,28.0025,-82.7447
836775,FL,PINELLAS COUNTY,7200,7200,7200,7200,7200,10870.13,0,360,0,0,28.00149,-82.74006
220944,FL,PINELLAS COUNTY,4500,4500,4500,4500,4500,6984.76,0,225,0,0,28.00149,-82.74006
748710,FL,PINELLAS COUNTY,4500,4500,4500,4500,4500,3747.4,0,225,0,0,28.00149,-82.74006
634506,FL,PINELLAS COUNTY,45000,45000,45000,45000,45000,58207.28,0,2250,0,0,28.0025,-82.7447
277188,FL,PINELLAS COUNTY,67500,67500,67500,67500,67500,101804.85,0,3375,0,0,28.000999,-82.738777
469713,FL,PINELLAS COUNTY,720000,720000,720000,720000,720000,511660.8,0,36000,0,0,28.0025,-82.7447
309983,FL,PINELLAS COUNTY,90000,90000,90000,90000,90000,124835.76,0,4500,0,0,28.0025,-82.7447
693563,FL,PINELLAS COUNTY,126000,126000,126000,126000,126000,110394.9,0,6300,0,0,28.0025,-82.7447
787899,FL,PINELLAS COUNTY,0,4109144.15,0,0,4109144.15,7141782.94,0,0,0,0,27.938574,-82.757751
938726,FL,PINELLAS COUNTY,0,2601167.86,0,0,2601167.86,2953553.27,0,0,0,0,27.938574,-82.757751
961918,FL,PINELLAS COUNTY,0,237592.8,0,0,237592.8,283126.27,0,0,0,0,27.938574,-82.757751
718407,FL,PINELLAS COUNTY,0,630000,0,0,630000,944118,0,31500,0,0,27.938574,-82.757751
604102,FL,PINELLAS COUNTY,0,24480000,0,0,24480000,30600000,0,0,0,0,27.874933,-82.709534
582801,FL,PINELLAS COUNTY,355212.9,355212.9,0,0,355212.9,329822.64,0,0,0,0,27.94135,-82.75986
620715,FL,PINELLAS COUNTY,19530000,19530000,0,0,19530000,29880000,0,0,0,0,27.916262,-82.73481
675853,FL,PINELLAS COUNTY,326835.9,326835.9,0,0,326835.9,432747.07,0,0,0,0,27.947245,-82.730255
940315,FL,PINELLAS COUNTY,262566.9,262566.9,0,0,262566.9,383526.22,0,0,0,0,27.931753,-82.730492
649236,FL,PINELLAS COUNTY,357954.3,357954.3,0,0,357954.3,558659.99,0,0,0,0,27.942131,-82.730133
141680,FL,PINELLAS COUNTY,235844.1,235844.1,0,0,235844.1,232822.47,0,0,0,0,27.950425,-82.73001
972347,FL,PINELLAS COUNTY,0,455496.91,0,0,455496.91,485814.79,0,0,0,0,27.92955,-82.74498
681674,FL,PINELLAS COUNTY,0,540721.48,0,0,540721.48,725876.42,0,0,0,0,27.92955,-82.74498
750115,FL,PINELLAS COUNTY,0,286354.55,0,0,286354.55,387286.51,0,0,0,0,27.92955,-82.74498
576941,FL,PINELLAS COUNTY,0,31817.17,0,0,31817.17,26533.99,0,0,0,0,27.92955,-82.74498
740069,FL,PINELLAS COUNTY,0,106360.26,0,0,106360.26,133937.35,0,0,0,0,27.92955,-82.74498
385931,FL,PINELLAS COUNTY,0,7499.76,0,0,7499.76,11929.03,0,0,0,0,27.92955,-82.74498
111925,FL,PINELLAS COUNTY,0,58437.09,0,0,58437.09,70132.22,0,0,0,0,27.92955,-82.74498
377148,FL,PINELLAS COUNTY,0,76740.96,0,0,76740.96,117010.77,0,0,0,0,27.92955,-82.74498
822479,FL,PINELLAS COUNTY,0,2538181.3,0,0,2538181.3,3116054.12,0,0,0,0,27.95869,-82.75651
482854,FL,PINELLAS COUNTY,0,341383.02,0,0,341383.02,337231.8,0,0,0,0,27.95869,-82.75651
925234,FL,PINELLAS COUNTY,0,61699.23,0,0,61699.23,78685.03,0,0,0,0,27.95869,-82.75651
348934,FL,PINELLAS COUNTY,0,314971.67,0,0,314971.67,276710.81,0,0,0,0,27.95869,-82.75651
722721,FL,PINELLAS COUNTY,0,362628.51,0,0,362628.51,565548.17,0,0,0,0,27.95869,-82.75651
583856,FL,PINELLAS COUNTY,0,352660.59,0,0,352660.59,383209.46,0,0,0,0,27.95869,-82.75651
599109,FL,PINELLAS COUNTY,0,881687.86,0,0,881687.86,1430281.1,0,0,0,0,27.95869,-82.75651
851959,FL,PINELLAS COUNTY,0,977001.53,0,0,977001.53,1218281.83,0,0,0,0,27.95869,-82.75651
285055,FL,PINELLAS COUNTY,0,669596.75,0,0,669596.75,655484.33,0,0,0,0,27.95869,-82.75651
147745,FL,PINELLAS COUNTY,0,761490.77,0,0,761490.77,1043912.47,0,0,0,0,27.95869,-82.75651
829829,FL,PINELLAS COUNTY,0,495121.79,0,0,495121.79,514679.1,0,0,0,0,27.95869,-82.75651
227324,FL,PINELLAS COUNTY,0,319337.19,0,0,319337.19,317385.4,0,0,0,0,27.95869,-82.75651
427286,FL,PINELLAS COUNTY,0,4384813.2,0,0,4384813.2,5721234.11,0,0,0,0,27.95869,-82.75651
202606,FL,PINELLAS COUNTY,0,4304.38,0,0,4304.38,3950.13,0,0,0,0,27.95869,-82.75651
950553,FL,PINELLAS COUNTY,0,3049.39,0,0,3049.39,3095.3,0,0,0,0,27.95869,-82.75651
274327,FL,PINELLAS COUNTY,0,5820.68,0,0,5820.68,8883.38,0,0,0,0,27.95869,-82.75651
583765,FL,PINELLAS COUNTY,0,13096.54,0,0,13096.54,10986.21,0,0,0,0,27.95869,-82.75651
837875,FL,PINELLAS COUNTY,0,1549792.63,0,0,1549792.63,1413410.88,0,0,0,0,27.94673,-82.74818
196403,FL,PINELLAS COUNTY,0,1494942.05,0,0,1494942.05,1725671.4,0,0,0,0,27.94673,-82.74818
858270,FL,PINELLAS COUNTY,0,81023.27,0,0,81023.27,94670.84,0,0,0,0,27.94673,-82.74818
772234,FL,PINELLAS COUNTY,0,274650.38,0,0,274650.38,285829.75,0,0,0,0,27.949512,-82.757019
737410,FL,PINELLAS COUNTY,0,267264.25,0,0,267264.25,328781.53,0,0,0,0,27.949512,-82.757019
364429,FL,PINELLAS COUNTY,0,878381.23,0,0,878381.23,974722.08,0,0,0,0,27.949512,-82.757019
567762,FL,PINELLAS COUNTY,0,19256.44,0,0,19256.44,19916.55,0,0,0,0,27.949512,-82.757019
135393,FL,PINELLAS COUNTY,0,56463.11,0,0,56463.11,40551.8,0,0,0,0,27.95689,-82.754829
460369,FL,PINELLAS COUNTY,0,1289447.73,0,0,1289447.73,1710235.79,0,0,0,0,27.91003,-82.73662
448244,FL,PINELLAS COUNTY,0,1146895.44,0,0,1146895.44,1647125.35,0,0,0,0,27.91003,-82.73662
941014,FL,PINELLAS COUNTY,0,527653.72,0,0,527653.72,600005.59,0,0,0,0,27.91003,-82.73662
926486,FL,PINELLAS COUNTY,0,65590.56,0,0,65590.56,94489.76,0,0,0,0,27.91003,-82.73662
572867,FL,PINELLAS COUNTY,0,27055.24,0,0,27055.24,37282.12,0,0,0,0,27.91003,-82.73662
547687,FL,PINELLAS COUNTY,0,307376.61,0,0,307376.61,248089.81,0,0,0,0,27.92955,-82.74498
